updated_at,small_step_id,small_step_name,source_ss_wr_desc,candidate_ss_desc,source_word_count,candidate_word_count,model,tokens_used
2026-05-21T13:07:49,Year 8_12-13_Summer__Angles in parallel lines and polygons_1_Basic angle rules and notation,Basic angle rules and notation,"In this small step, students review the basic rules of angles and notation covered in Year 7 Start by looking at each rule in isolation: the sum of angles on a straight line, angles around a point and angles in triangles and quadrilaterals. Students should be able to identify when angles sum to 180° or 360° and when angles are equal. Once they are confident in identifying the correct rule, move on to diagrams where more than one rule may need to be applied. Remind students of the three-letter angle notation, which is used throughout the block. Encourage them to explain and justify how they identify and calculate angles, using correct vocabulary and angle rules. Misconceptions and common errors • Students may confuse the different rules relating to angles in lines and shapes. • Students may confuse instances when angles sum to 180° and when they sum to 360°. • Students may believe that angles on the same straight line that do not meet still sum to 180°. • In their calculations, students may not account for angles that are not labelled. Year 8 | Summer term | Block 1 – Angles in parallel lines and polygons | Step 1 National Curriculum links • Use the standard conventions for labelling the sides and angles of triangle ABC, and know and use the criteria for congruence of triangles • Apply the properties of angles at a point, angles at a point on a straight line, vertically opposite angles Mathematical talk • What is the sum of the angles on a straight line? • In which shape do the interior angles sum to 360°? • A triangle has angles of ° and °. What is the size of the third angle? • What is the difference between an acute angle and an obtuse angle? • In the angle notation ABC, the intersection of the lines forming the angle will be labelled with which letter? • Vertically opposite angles are • Angles in a triangle sum to °. • Angles in a quadrilateral sum to °.","Students review angle rules: angles on a straight line sum to 180°, angles around a point sum to 360°, and angles in triangles and quadrilaterals. They apply these rules to diagrams, using three-letter angle notation and correct vocabulary. Misconceptions include confusing angle sums and neglecting unlabelled angles.",343,47,gpt-4o,613
2026-05-21T13:07:51,Year 8_12-13_Summer__Tables and probability_9_Probabilities from two-way tables,Probabilities from two-way tables,"In this small step, students use two-way tables to calculate probabilities. Model how to extract relevant information from a two-way table to work out probabilities. Emphasise the importance of carefully reading the question and identifying the correct values, highlighting which total to divide by, as this may be the total for the entire table or a specific row or column total, depending on the wording and focus of the question. Reinforce accurate probability notation and remind students to express their answers as fractions, decimals or percentages. Misconceptions and common errors • Students may misread the table and select the wrong cell for an outcome. • Students may use the number of times an outcome does not happen as the denominator of a fraction when calculating probability, rather than using the total number of outcomes. • Students may use the total from the whole table when they should use the sub-category total. Year 8 | Summer term | Block 2 – Tables and probability | Step 9 National Curriculum links • Record, describe and analyse the frequency of outcomes of simple probability experiments involving randomness, fairness, equally and unequally likely outcomes, using appropriate language and the 0–1 probability scale Mathematical talk • How can you use a two-way table to calculate a probability? • To find the probability of an event from a two-way table, do you always use the whole total as the denominator? Explain your answer. • What part of the table do you need to look at to answer the question? • What is the difference between the individual values and the totals? • How do you know if you should divide by the total from a row, the total from a column or the total of the whole table? • How do you decide which row or column to look at? • When expressing the probability as a fraction, what value is used for the denominator?","Students learn to calculate probabilities using two-way tables. Focus on extracting relevant information, identifying correct totals for division, and expressing probabilities as fractions, decimals, or percentages. Address common errors, such as selecting incorrect cells or using wrong denominators. Emphasize careful reading of questions and accurate probability notation.",319,47,gpt-4o,573
2026-05-21T13:07:53,Year 8_12-13_Summer__Tables and probability_10_Frequency trees,Frequency trees,"In this small step, students are introduced to frequency trees as a tool for organising and interpreting data. Model how to work out the values in a partially completed frequency tree, before students independently construct one from given information. Ensure that they understand how each part of the tree branches from the previous total. Use familiar contexts that involve two-stage groupings, such as splitting by year group and then by subject. Make clear links with part-whole models to support conceptual understanding. Students should recognise that the sum of values on any pair of branches must equal the total from the previous branch. Reinforce the importance of clear and consistent labelling and encourage students to check totals at each stage to ensure accuracy. Misconceptions and common errors • Students may forget that the values on branches at any stage must add up to the total from the previous node. • Students may not label branches clearly. • Students may assume that the order of branching does not matter. Year 8 | Summer term | Block 2 – Tables and probability | Step 10 National Curriculum links • Construct and interpret appropriate tables, charts, and diagrams, including frequency tables, bar charts, pie charts, and pictograms for categorical data, and vertical line (or bar) charts for ungrouped and grouped numerical data Mathematical talk • What does each branch on the frequency tree represent? • What are the two categories at each stage? • How can you label each branch to make your frequency tree easy to read? • Where can you find the total number of people/items in the diagram? • Explain the relationships between the numbers in a frequency tree. • How does the frequency tree show a part-whole relationship? • When might you have a frequency tree with more than two branches? • Can two different frequency trees represent the same scenario? Explain your answer. • How can you check that your frequency tree is correct?","Students learn to use frequency trees for data organization and interpretation. They complete and construct frequency trees, understanding how branches sum to previous totals. Use familiar contexts with two-stage groupings, linking to part-whole models. Emphasize clear labeling and accuracy checks. Address misconceptions such as incorrect branch sums and unclear labeling.",325,50,gpt-4o,584
2026-05-21T13:07:54,Year 8_12-13_Summer__Tables and probability_11_Probabilities from frequency trees,Probabilities from frequency trees,"In this small step, students build on the previous step of constructing and interpreting frequency trees, to identify totals and outcomes in order to calculate probabilities. Focus on supporting students in interpreting the frequency tree accurately, for example selecting the correct total for the denominator, either the whole group or a specific subset, and identifying the relevant branch or combination of branches for the numerator. Be clear about the distinction between finding the probability from the whole group versus from a given condition, such as “given that the student is in Year 8”. Misconceptions and common errors • Students may select the wrong total, for example using the whole group when the question refers to a subset. • Students may confuse which branch of the tree to use for a given event. • Students may identify the correct frequency and state this instead of giving the answer as a probability. Year 8 | Summer term | Block 2 – Tables and probability | Step 11 National Curriculum links • Record, describe and analyse the frequency of outcomes of simple probability experiments involving randomness, fairness, equally and unequally likely outcomes, using appropriate language and the 0–1 probability scale Mathematical talk • How many people are there in total? • How is calculating probability using a frequency tree similar to using a two-way table? • How does the probability change if you only consider people in this subset? • Which two categories are combined to get this value? • Is the total always used for the denominator? Explain your answer. • How can you identify which values to use for the numerator/denominator? • How can you check that your answer is correct?","Students extend their skills in constructing and interpreting frequency trees to calculate probabilities. They learn to select the correct total for the denominator, whether for the whole group or a subset, and identify relevant branches for the numerator. Emphasis is on distinguishing probabilities from the whole group versus a specific condition, such as ""given Year 8.""",280,56,gpt-4o,533
2026-05-21T13:07:55,Year 8_12-13_Summer__Circles_9_Perimeter and area of compound shapes with circles,Perimeter and area of compound shapes with circles,"In this small step, students calculate the area and perimeter of compound shapes that include circles, semicircles, quarter circles and three-quarter circles. Remind students that the area of a compound shape can be found by splitting it into its component parts, working out each area separately and then adding the areas together. Encourage students to identify which arcs and straight edges contribute to the perimeter, and which regions should be included or excluded in area calculations. Discuss efficient strategies, such as combining two semicircles into a full circle. Ensure that students practise both leaving their answers in terms of π and giving decimal approximations. Misconceptions and common errors • Students may confuse the formulae for circumference and area or arc length and sector area. • Students may multiply all the lengths given on a diagram. • Students may not calculate unknown lengths that are needed to calculate the perimeter or area. • Students may misread or use the wrong side lengths when working out unknown lengths of compound shapes. Year 8 | Summer term | Block 3 – Circles | Step 9 National Curriculum links • Calculate and solve problems involving: perimeters of 2-D shapes (including circles), areas of circles and composite shapes • Derive and apply formulae to calculate and solve problems involving: perimeter and area of triangles, parallelograms, trapezia, volume of cuboids (including cubes) and other prisms (including cylinders) Mathematical talk • What shapes make up the compound shape? • Why is it helpful to split a compound shape into its component parts when calculating area? • When can two semicircles be treated as one full circle and when can they not? • How can you work out the unknown lengths needed to find the area of the compound shape? • Do you need to split the shape into component parts to work out its perimeter? Explain your answer. • What is the same and what is different about a rectangle with a semicircle cut out of it and a rectangle with a semicircle added to it? • What are the units of the answer? • How can you check that your answer is correct?","Students calculate the area and perimeter of compound shapes involving circles, semicircles, quarter circles, and three-quarter circles. They split shapes into parts, calculate each area, and sum them. Students identify arcs and edges for perimeter calculations, practice using π, and give decimal approximations. They address common errors, such as confusing formulae and misreading lengths.",357,54,gpt-4o,641
2026-05-21T13:07:56,Year 9_12-13_Summer__Pythagoras theorem_1_Solve equations with squares and square roots,Solve equations with squares and square roots,"In this small step, students build on their understanding of square numbers and square roots, together with their knowledge of solving equations, to solve equations with square numbers and square roots. Recap calculating square numbers and their square roots. Students apply this knowledge to solve equations that involve squares and square roots, for example x2 = 16 or x = 5. Emphasise the use of inverse operations to solve the equations and highlight why x2 = 16 has two solutions: x = 4 and x = −4. Explain that both 42 = 16 and (−4)2 = 16, so the equation has two values of x that make it true. Therefore, when solving x2 = a, they are looking for all values whose square is a, which includes both the positive and negative values. As students increase in confidence, they move on to solving equations with coefficients that are not 1 and with numbers on both sides of the equation. Misconceptions and common errors • Students may not include both positive and negative solutions. • Students may misunderstand the concept of inverse operations with squares and square roots. National Curriculum links • Use integer powers and associated real roots (square, cube and higher), recognise powers of 2, 3, 4, 5 and distinguish between exact representations of roots and their decimal approximations • Use algebraic methods to solve linear equations in one variable (including all forms that require rearrangement) Mathematical talk • What two numbers square to give 49? • What is 9 ? • Why does the equation x2 = 64 have two solutions? • Explain why x2 = 9 has two solutions but x = 9 has only one solution. • Why does x2 = −4 have no real solution? • Does x2 = 0 have two solutions? Explain your answer. • Write a pair of equations, one that has one solution and one that has two. Explain the difference. • Does the equation x2 = a always have two solutions? Explain how you know. Solve equations with squares and square roots Year 9 | Summer term | Block 1 – Pythagoras’ theorem | Step 1","Students solve equations involving square numbers and square roots, building on prior knowledge of these concepts and equation-solving. Emphasize inverse operations and why equations like x² = 16 have two solutions: x = 4 and x = -4. Progress to equations with non-unit coefficients and numbers on both sides. Address misconceptions about positive and negative solutions and inverse operations.",356,59,gpt-4o,662
2026-05-21T13:07:58,Year 9_13-14_Summer__Sets and probability_9_Independent events,Independent events,"In this small step, students explore independent events. It can be helpful to introduce the idea through a sample space diagram, for example for rolling two dice, where all possible outcomes can be listed and favourable cases counted. Draw students’ attention to how this method produces the same result as multiplying the separate probabilities, for example 1 2 × 1 6 = 1 12 for rolling an even number on one dice and a 5 on the other. Making this connection explains why multiplication is used for independent events and helps to link different approaches. Encourage students to express probabilities as both fractions and decimals, supporting fluency and making comparisons easier. Using diagrams provides opportunities for students to develop accurate reasoning. Misconceptions and common errors • Students may think that “independent” means that the probabilities are equal, rather than that one outcome does not affect the other. • Students may confuse independent with mutually exclusive events, not recognising that mutually exclusive outcomes cannot happen together. National Curriculum links • Generate theoretical sample spaces for single and combined events with equally likely, mutually exclusive outcomes and use these to calculate theoretical probabilities Mathematical talk • What does “independent event” mean? • Give an example of two events that are independent. • Can two events be independent if one is much more likely than the other? • If I roll one dice and you roll another, does my result affect yours? Explain your answer. • How is independence different from fairness? • Can an event be unfair but still independent? Give an example. • Can two independent events happen at the same time? Explain your answer. • Can two mutually exclusive events happen at the same time? Explain your answer. • How does this difference change how you calculate their probabilities? • If the probability of winning a game is 0.3, what is the probability of winning twice in a row? Independent events Year 9 | Summer term | Block 3 – Sets and probability | Step 9","Students explore independent events using sample space diagrams, such as rolling two dice, to list outcomes and count favorable cases. They learn that multiplying separate probabilities, like \( \frac{1}{2} \times \frac{1}{6} = \frac{1}{12} \), explains why multiplication is used for independent events. Students express probabilities as fractions and decimals, enhancing fluency and comparison.",336,53,gpt-4o,620
2026-05-21T13:08:04,Year 9_13-14_Summer__Sets and probability_10_Probabilities from Venn diagrams,Probabilities from Venn diagrams,"In this small step, students explore probabilities using Venn diagrams. Recap the regions of a Venn diagram, clarifying how each represents a distinct group within the data. Draw students’ attention to how probabilities are calculated, by comparing the number of outcomes in a region with the total represented by the diagram. If appropriate, students could explore the “given that” clause, finding the probability of one event when another is already known to have occurred. This introduces conditional probability in a structured way and highlights how Venn diagrams make relationships between events visual. Misconceptions and common errors • Students may omit elements written outside the circles. • Students may forget to include the intersection when calculating the probability of “A or B”. • Students may think that the total in the denominator should be the sum of the two circles, rather than the overall total. • When answering “given that” questions, students may use the total population instead of restricting it to the given condition. National Curriculum links • Enumerate sets and unions/intersections of sets systematically, using tables, grids and Venn diagrams Mathematical talk • What does each circle represent? • What does the intersection represent? • What is the universal set? • What does the region outside the circles represent? • How can you tell from the Venn diagram which elements are prime numbers? • How can you tell from the Venn diagram how many elements there are in total? • When calculating a probability, what does the numerator represent? What does the denominator represent? • How do the words “and” and “or” relate to set notation and regions on a Venn diagram? • What is meant by the probability of A given that B has happened? Which region represents the numerator/ denominator? Probabilities from Venn diagrams Year 9 | Summer term | Block 3 – Sets and probability | Step 10","Students explore probabilities using Venn diagrams, focusing on calculating probabilities by comparing outcomes in a region to the total. They may also explore conditional probability with ""given that"" clauses. Key concepts include understanding intersections, unions, and the universal set. Common errors include omitting external elements and miscalculating totals. Linked to enumerating sets and using Venn diagrams.",312,56,gpt-4o,592
2026-05-21T13:08:06,Year 9_13-14_Summer__Transformations_9_Describe a translation,Describe a translation,"In this small step, students describe a translation using a column vector. Encourage students to identify a pair of corresponding vertices, then model how to calculate the horizontal and vertical movements needed to map one onto the other. Reinforce that the order is important, with the horizontal movement being written as the top value in the vector and the vertical movement below. Emphasise that the same vector applies to every vertex of the shape, not just the pair chosen. Misconceptions and common errors • Students may use words instead of a column vector. • Students may incorrectly write the column vector as a coordinate or fraction. • Students may write the column vector incorrectly, for example ( 2 3 ) rather than ( 3 2 ) , or ( 5 2 ) instead of (−5 −2) . • Students may describe a translation in the wrong order, for example describing the transformation of shape B to shape A, rather than shape A to shape B. • Students may struggle to interpret translations with column vectors of the form ( 0 a ) or ( b 0 ) . National Curriculum links • Identify properties of, and describe the results of, translations, rotations and reflections applied to given figures Mathematical talk • How can you describe the translation in words? How can you write this as a column vector? • Do you need any more information to describe a translation? • Which value in a column vector describes the horizontal movement? • Which value in a column vector describes the vertical movement? • How do you write a translation of 2 units left as a column vector? • How do you write a translation of 3 units down as a column vector? • If the translation vector from shape A to shape B is , what is the translation vector from shape B to shape A? • How can you check that your description is accurate? Describe a translation Year 9 | Summer term | Block 4 – Transformations | Step 9","Students describe a translation using a column vector by identifying corresponding vertices and calculating horizontal and vertical movements. Emphasize the order: horizontal movement is the top value, vertical below. The same vector applies to all vertices. Address misconceptions like using words, incorrect vector notation, and order errors. National Curriculum links include identifying properties and results of transformations.",341,57,gpt-4o,606
2026-05-21T13:08:12,Year 9_13-14_Summer__Transformations_10_Reflection,Reflection,"In this small step, students build on their understanding from Year 8, completing and describing reflections in horizontal, vertical and diagonal lines. Some students may not yet have encountered reflections in lines expressed algebraically, or fully described reflections, as these are covered in extend steps in Year 8 Recap how to identify equations of vertical, horizontal and diagonal lines, as this underpins both drawing and describing reflections. Emphasise that a full description must include both the fact that it is a reflection and the equation of the mirror line. As with previous transformations, tracing paper is a useful tool. Misconceptions and common errors • Students may not use the perpendicular distance between vertices and a diagonal mirror line. • Students may draw an incorrect reflection when a shape crosses one of the axes. • Students may incorrectly plot lines of the form y = a and x = b, resulting in an incorrect reflection. • Students may use non-mathematical vocabulary to describe a reflection, such as “flip” or “mirror”, rather than “reflect”. National Curriculum links • Identify properties of, and describe the results of, translations, rotations and reflections applied to given figures • Describe, sketch and draw using conventional terms and notations: points, lines, parallel lines, perpendicular lines, right angles, regular polygons, and other polygons that are reflectively and rotationally symmetric Mathematical talk • What does “reflection” mean? • How far is each vertex of the object from the mirror line? • What information do you need to describe a reflection fully? • Is the line x = 4 horizontal or vertical? Explain how you know. • What is the equation of the line? Explain how you know. • Which points lie on the line y = x? • What is the difference between reflecting in the line y = x and in the line y = −x? • Can two different lines of reflection produce the same image? Explain your answer. • How do you know whether a vertex on an image will lie on a line of reflection? Reflection Year 9 | Summer term | Block 4 – Transformations | Step 10","Students will complete and describe reflections in horizontal, vertical, and diagonal lines, emphasizing the need to include the reflection and the equation of the mirror line. They should correctly identify equations of lines and avoid common errors, such as incorrect plotting or using non-mathematical vocabulary. Tracing paper is recommended for accuracy.",354,51,gpt-4o,635
2026-05-21T13:08:14,Year 9_13-14_Summer__Transformations_11_Find the result of a series of transformations (E),Find the result of a series of transformations (E),"In this extend step, students consolidate their understanding of reflections, translations, rotations and enlargements, applying a series of transformations to a shape. This step provides opportunities for students to discuss misconceptions or errors related to each of the four transformations. Highlight that changing the order of transformations can affect the final image. As with previous steps, model different transformations to students. Once confident, students could be encouraged to consider whether a series of transformations can sometimes be represented by a single transformation. Misconceptions and common errors • Students may carry out the transformations in an incorrect order. • Students may misinterpret key information, for example reflecting in the line y = 2 rather than x = 2 • Students may perform a second transformation on the original shape, rather than on the new image. National Curriculum links • Identify properties of, and describe the results of, translations, rotations and reflections applied to given figures • Identify and construct congruent triangles, and construct similar shapes by enlargement, with and without coordinate grids Mathematical talk • Does it matter which order the transformations are carried out? Explain how you know. • If you reflect a shape, then rotate the image, will the result be the same as rotating the shape first and then reflecting the image? Explain how you know. • What will the coordinates of the point ( , ) be if the shape is reflected in the x-axis, followed by a reflection in the y-axis? • Why do you perform the second transformation on the image, rather than the original shape? • Is there a single transformation that maps shape A onto shape C? • How can you check that the transformations have been drawn accurately? E Find the result of a series of transformations Year 9 | Summer term | Block 4 – Transformations | Step 11","Students consolidate their understanding of reflections, translations, rotations, and enlargements by applying a series of transformations to a shape. Emphasize that the order of transformations affects the final image. Encourage exploring if multiple transformations can be represented by a single one. Address common errors, such as incorrect order or misinterpreting reflection lines.",308,52,gpt-4o,566
2026-05-21T13:08:15,Year 10_14-15_Autumn_Higher_Algebraic manipulation_5_Factorise into a single bracket,Factorise into a single bracket,"In this small step, students recap factorising expressions into single brackets, building on their learning from Key Stage 3. It can be useful to revisit finding the highest common factor of a variety of terms, including those where the highest common factor is algebraic. Highlight to students that factorising and expanding are the inverse of each other. Using an area model or multiplication grid can be an excellent way to exemplify this, allowing students to make connections between the two. Students should explore factorising expressions including negative values and non-unit coefficients of the variable, including examples such as 6 – 2x and –4x – 8 Students’ previous understanding of factorising is extended in this step, to include the subtraction law of indices, by including variables with powers greater than 2. For example, 2x3 + 4x.","Students recap factorising expressions into single brackets, revisiting the highest common factor, including algebraic terms. Emphasize that factorising and expanding are inverse operations. Use area models or grids to illustrate this. Extend understanding to factorising expressions with negative values, non-unit coefficients, and variables with powers greater than 2, such as 2x³ + 4x.",135,53,gpt-4o,393
2026-05-21T13:08:16,"Year 10_14-15_Summer_Higher_Angles_1_Angles around a point, on a straight line and vertically opposite","Angles around a point, on a straight line and vertically opposite","In this small step, students revisit key angle facts from Key Stage 3, including angles around a point, angles on a straight line and vertically opposite angles. Begin by recapping these rules using clear diagrams, and asking reasoning questions such as “What is the same and what is different?”, to help students recognise when angles sum to 180° or 360°, and when angles are equal. Emphasise the importance of selecting the correct rule for each scenario, and provide examples that require more than one rule to be applied. Encourage the consistent use of three-letter notation for angles, and correct use of angle symbols throughout. Ask students to explain their reasoning when identifying relationships between angles. Misconceptions and common errors • Students may confuse the rules for angles on a straight line and angles around a point, leading to incorrect totals. • Students may not label angles using three-letter notation, or use the wrong notation when justifying their answers. • Students may believe that vertically opposite angles sum to 180° or 360°. Year 10 | Summer term | Block 1 – Angles | Step 1 Mathematical talk • What is the same and what is different between angles on a straight line and angles around a point? • What do you know? What can you work out? • Why is it important to label angles using the three-letter notation? • When two straight lines intersect, how many pairs of vertically opposite angles are formed? • Is your answer reasonable? How can you check? • Which angles meet at a point on a straight line? Explain how you know. • Vertically opposite angles are • Angles on a straight line sum to • Angles around a point sum to H National Curriculum links • Use the standard conventions for labelling the sides and angles of triangle ABC, and know and use the criteria for congruence of triangles (KS3) • Apply the properties of angles at a point, angles at a point on a straight line, vertically opposite angles (KS3)","In this step, students revisit Key Stage 3 angle facts: angles around a point, on a straight line, and vertically opposite angles. Emphasize selecting appropriate rules and using three-letter notation. Address misconceptions, such as confusing angle rules or incorrect notation. Encourage reasoning and correct use of angle symbols, ensuring students understand when angles sum to 180° or 360°.",337,58,gpt-4o,623
2026-05-21T13:08:18,Year 10_14-15_Summer_Higher_Angles_2_Angles in triangles and quadrilaterals,Angles in triangles and quadrilaterals,"In this small step, students recap their learning of angles in triangles and quadrilaterals from Key Stage 3. Begin with the fact that the angles in a triangle sum to 180°, then use this to divide a quadrilateral into two triangles, showing that the angles in a quadrilateral sum to 360°. Use a variety of different types of triangles and quadrilaterals and discuss the similar vocabulary around these, such as “isosceles triangle” and “isosceles trapezium”. Discuss what these terms inform us about the angles. Encourage students to explain their answers and to label angles accurately using three-letter notation. Provide examples where they need to apply more than one angle fact, such as working out the size of angles in compound shapes made up of triangles and quadrilaterals. Misconceptions and common errors • Students may confuse the sum of angles in triangles and quadrilaterals. • Students may confuse properties of different types of triangles and quadrilaterals. • Students may assume that opposite angles in any quadrilateral are always equal. Year 10 | Summer term | Block 1 – Angles | Step 2 Mathematical talk • What is the same and what is different about the sum of angles in a triangle and the sum of angles in a quadrilateral? • Do quadrilaterals always contain right angles? Explain how you know. • What is the size of each angle in a right-angled isosceles triangle? Explain how you know. • Can a quadrilateral have three obtuse angles? Explain how you know. • Can a triangle have an interior reflex angle? Explain how you know. • If one angle in a quadrilateral is increased, what happens to the sum of the rest of the angles? Explain how you know. • An isosceles triangle has one angle of 50°. What could the other two angles be? How many possible combinations are there? H National Curriculum links • Apply angle facts, triangle congruence, similarity and properties of quadrilaterals to derive results about angles and sides, including Pythagoras’ Theorem, and use known results to obtain simple proofs (KS3)","Students review angles in triangles and quadrilaterals, starting with the sum of angles in a triangle (180°) and extending to quadrilaterals (360°). They explore various triangle and quadrilateral types, using terms like ""isosceles triangle"" and ""isosceles trapezium,"" and apply angle facts to solve problems. Misconceptions include confusing angle sums and properties.",341,51,gpt-4o,667
2026-05-21T13:08:18,Year 10_14-15_Summer_Higher_Angles_3_Exterior angles of a polygon,Exterior angles of a polygon,"In this small step, students recap their prior learning of interior and exterior angles from Key Stage 3. Remind them that the sum of the exterior angles of any polygon is 360° and use this to calculate individual exterior angles in regular polygons by dividing 360° by the number of sides. Highlight that interior and exterior angles sum to 180°, and use this to calculate unknown exterior angles given an interior angle. Students can then extend this knowledge to find the number of sides of a regular polygon when either the interior or exterior angle is known. Encourage students to clearly label diagrams to support reasoning, and to help identify when sides or angles are equal. Misconceptions and common errors • Students may believe that the exterior and interior angles sum to 360°. • Students may believe that the sum of exterior angles depends on the number of sides the polygon has. • Students may assume that some equal angles always mean the polygon is regular, without checking that all sides are also equal in length. Year 10 | Summer term | Block 1 – Angles | Step 3 Mathematical talk • How can you identify the exterior angles of a polygon? • What is the relationship between an interior and an exterior angle in a polygon? • How can you determine if a polygon is regular? • What is the sum of the exterior angles of a polygon? • What is the formula to calculate the size of one exterior angle in a regular polygon? • What is the size of each exterior angle in a regular decagon? Explain how you know. • A regular polygon has exterior angles of 40°. How many sides does the polygon have? What is the mathematical name of the polygon? • An irregular pentagon has exterior angles of 82°, 102°, 37° and 90°. What is the size of the fifth exterior angle? H National Curriculum links • Derive and use the sum of angles in a triangle and use it to deduce the angle sum in any polygon and to derive properties of regular polygons (KS3)","Students review interior and exterior angles from Key Stage 3, recalling that the sum of exterior angles in any polygon is 360°. They calculate individual exterior angles in regular polygons by dividing 360° by the number of sides. Using the fact that interior and exterior angles sum to 180°, students find unknown angles and determine the number of sides in regular polygons.",353,62,gpt-4o,625
2026-05-21T13:08:20,Year 10_14-15_Summer_Higher_Angles_4_Interior angles of a polygon,Interior angles of a polygon,"In this small step, students recap their learning of interior angles of polygons from Key Stage 3. Begin by revisiting the relationship between interior and exterior angles. Highlight that they form a straight line and therefore sum to 180°. Remind students that the sum of interior angles can be calculated using (n – 2) × 180°, where n is the number of sides, and that this can also be used to work out the number of sides when the sum of interior angles is known. It can be useful to model splitting polygons into triangles to demonstrate why this method works to calculate the sum of interior angles. Reinforce that “regular” means that all sides and angles are equal. Calculators may be used throughout this step, so the focus remains on the method rather than the arithmetic. Misconceptions and common errors • Students may confuse interior and exterior angles. • Students may believe that the interior angle sum is the same for all polygons. • Students may believe the interior angle sum is found by multiplying the number of sides by 180°. • Students may believe that all interior angles are equal in size even when the polygon is irregular. Year 10 | Summer term | Block 1 – Angles | Step 4 Mathematical talk • What is the sum of adjacent interior and exterior angles? • A regular polygon has 12 sides. Work out the size of each interior angle. • A polygon has an interior angle sum of 900°. How many sides does the polygon have? • Can a polygon have an interior angle greater than 180°? Explain how you know. • Can two different polygons have the same interior angle sum? Explain how you know. • How can you calculate the interior angle sum of any polygon? • Can a polygon have a reflex interior angle? Explain how you know. H National Curriculum links • Derive and use the sum of angles in a triangle and use it to deduce the angle sum in any polygon, and to derive properties of regular polygons (KS3)","Students revisit interior angles of polygons, recalling that interior and exterior angles sum to 180°. Use the formula (n – 2) × 180° to find the sum of interior angles, where n is the number of sides. Discuss regular polygons with equal sides and angles. Address misconceptions about angle sums and irregular polygons. Calculators may be used.",347,57,gpt-4o,621
2026-05-21T13:08:21,Year 10_14-15_Summer_Higher_Angles_5_Solve problems with angles in polygons,Solve problems with angles in polygons,"In this small step, students apply their knowledge of interior and exterior angles to solve multi-step problems involving polygons. Encourage them to choose and combine appropriate angle facts, such as how the sum of interior angles can be calculated using (n – 2) × 180°, or the fact that exterior angles sum to 360°. Questions may include working out the size of unknown angles in irregular polygons or problems involving compound shapes made up of polygons. Encourage students to draw and label diagrams carefully, showing all working and reasoning. Discuss efficient strategies, such as identifying triangles within shapes or using properties of regular polygons. Students should justify their methods, demonstrating a clear understanding of how different angle rules connect across polygon problems. Misconceptions and common errors • Students may forget which formula to use and apply (n – 2) × 180° to exterior angles. • Students may assume that the sum of the interior angles is the same for all polygons. • Students may confuse regular and irregular polygons and the properties surrounding these. Year 10 | Summer term | Block 1 – Angles | Step 5 Mathematical talk • What is the calculation to work out the sum of the interior angles in a polygon? • What is the sum of the exterior angles of a polygon? • How can you check whether a polygon is regular or irregular? What do you know and what can you work out? • Is it possible to calculate the size of any exterior angles from the given information? Why or why not? • Is it possible to calculate the size of any interior angles from the given information? Why or why not? • The angle is because • The number of sides is because • Adjoining exterior and interior angles sum to H National Curriculum links • Derive and use the sum of angles in a triangle and use it to deduce the angle sum in any polygon, and to derive properties of regular polygons (KS3)","Students solve multi-step problems involving polygons by applying interior and exterior angle knowledge. They use angle facts like the sum of interior angles, calculated as (n – 2) × 180°, and the sum of exterior angles as 360°. Tasks include finding unknown angles in irregular polygons and compound shapes. Emphasize diagram labeling, reasoning, and strategy justification.",334,56,gpt-4o,600
2026-05-21T13:08:22,"Year 10_14-15_Summer_Higher_Angles_6_Co-interior, alternate and corresponding angles","Co-interior, alternate and corresponding angles","In this small step, students consolidate their learning of alternate and corresponding angles, as well as introducing co-interior angles. Begin by reviewing the key angle relationships and discuss what is the same and what is different about co-interior angles compared to alternate and corresponding angles. Emphasise that co-interior angles sum to 180° while alternate and corresponding angles are equal. Reinforce that alternate, corresponding and co-interior angles are only formed when a transversal crosses parallel lines. Students should be encouraged to highlight angle pairs, clearly reasoning and justifying their answers. Challenge students further to strengthen reasoning and fluency, by using diagrams that include algebraic expressions and less-familiar orientations. Misconceptions and common errors • Students may believe that co-interior angles are equal in size. • Students may assume angles are alternate/corresponding/ co-interior when the lines are not parallel. • Students may not justify their answers even when asked to give reasons for their answers. Year 10 | Summer term | Block 1 – Angles | Step 6 Mathematical talk • What type of angles in parallel lines sum to 180°? • How can you identify a pair of co-interior angles on a diagram? • What is the same and what is different about co-interior and corresponding angles? • A pair of co-interior angles on a diagram are 156° and 24°. Are the lines parallel? Explain how you know. • What other angle facts can we use to check our calculation is correct? • Does the orientation of the parallel lines affect the size of the angles? Explain how you know. • Co-interior angles sum to H National Curriculum links • Understand and use the relationship between parallel lines and alternate and corresponding angles (KS3)","Students consolidate their understanding of alternate, corresponding, and co-interior angles, focusing on co-interior angles summing to 180° when a transversal crosses parallel lines. Emphasize reasoning and justification using diagrams, including algebraic expressions. Address misconceptions, such as assuming co-interior angles are equal or misidentifying angles when lines aren't parallel.",282,48,gpt-4o,571
