small_step_id,small_step_key,small_step_num_global,small_step_num_in_topic,year,age,term,difficulty,topic,small_step_name,baseline_ss_wr_desc,candidate_ss_wr_desc,scenario_label,result_set,recommendation_num,video_id,title,channel,duration_formatted,semantic_score,instruction_score,combined_score,instruction_justification
Year 1_5-6_Autumn__Place value within 10_2_Count objects,year-1__5-6__autumn__blank__place-value-within-10__2__count-objects,2,2,Year 1,5-6,Autumn,,Place value within 10,Count objects,"The aim of this small step is for children to be able to fluently count to 10 when counting objects. Focus on the five counting principles when assessing children’s ability to count accurately. The one-to-one principle: Children assign one number name to each object that is being counted. The stable-order principle: When counting, the numbers have to be said in a certain order. The cardinal principle: The final object in a group is the total number of objects in that group. The abstraction principle: Anything can be counted, including things that cannot be touched, such as sounds and movements, for example jumps. The order-irrelevance principle: The order in which they count a group of objects is irrelevant. There will still be the same number.",a demonstration of counting a maximum of 10 objects emphasising that any objects can be counted,critical_foci,candidate,2,H06dZfG3bOA,Number bonds to 10,Miss_Martin,00:05:34,0.6926,70.0,0.6956,"The transcript effectively introduces the concept of counting to 10 using relatable objects, aligning with the curriculum objective. However, it introduces the concept of number bonds, which may distract from the primary focus on counting objects. The language is mostly appropriate for the age group, but the explanation could benefit from more visual aids and clearer definitions of terms used."
Year 1_5-6_Autumn__Place value within 10_2_Count objects,year-1__5-6__autumn__blank__place-value-within-10__2__count-objects,2,2,Year 1,5-6,Autumn,,Place value within 10,Count objects,"The aim of this small step is for children to be able to fluently count to 10 when counting objects. Focus on the five counting principles when assessing children’s ability to count accurately. The one-to-one principle: Children assign one number name to each object that is being counted. The stable-order principle: When counting, the numbers have to be said in a certain order. The cardinal principle: The final object in a group is the total number of objects in that group. The abstraction principle: Anything can be counted, including things that cannot be touched, such as sounds and movements, for example jumps. The order-irrelevance principle: The order in which they count a group of objects is irrelevant. There will still be the same number.",a demonstration of counting a maximum of 10 objects emphasising that any objects can be counted,critical_foci,candidate,3,btB-Y4OODSM,Place Value: Ones and Tens,Learn_Bright,00:04:51,0.7346,55.0,0.6608,"The transcript attempts to explain place value and counting to 10, but it introduces complex concepts like 'groups of tens' and 'ones' without sufficient simplification for 5-6 year olds. The language is somewhat complex and includes terms that may distract from the core concept, such as 'Arabic numerals' and 'place value columns'. While there are some examples with objects, the overall focus is muddled and could confuse young learners rather than engage them."
Year 1_5-6_Autumn__Place value within 10_3_Count objects from a larger group,year-1__5-6__autumn__blank__place-value-within-10__3__count-objects-from-a-larger-group,3,3,Year 1,5-6,Autumn,,Place value within 10,Count objects from a larger group,"continue to count objects, but this time they are asked to count a specific number of objects from a larger group. This requires children to be more organised and careful when counting. From a larger group, children select a given number of objects and count them out. When asked “How many?”, they should be able to recall the final number they said. Children who have not grasped the cardinal counting principle will recount the whole group again. To support children, it may be useful to ask them to count the objects onto a mat or into a container before moving on to pictorial representations.","a demonstration of extracting a specific number of items from a larger group, leaving some of the larger behind after the count has been completed",critical_foci,baseline,1,8lJIhOXUoZk,Tens and Ones|Tens and Ones Concept For Kindergarden||Concept of Tens and Ones|Place Value in Maths,LoveToLearn_with_Subhashini_Balakrishnan,00:07:32,0.7714,45.0,0.6428,"The transcript primarily focuses on the concept of tens and ones, which is not aligned with the target curriculum objective of counting a specific number of objects from a larger group. The language is too complex for 5-6 year-olds, and the explanations lack clarity and engagement prompts. Additionally, the introduction of new terms like 'tens place' and 'ones place' is not accompanied by clear definitions or relatable examples, which could confuse young learners."
Year 1_5-6_Autumn__Place value within 10_3_Count objects from a larger group,year-1__5-6__autumn__blank__place-value-within-10__3__count-objects-from-a-larger-group,3,3,Year 1,5-6,Autumn,,Place value within 10,Count objects from a larger group,"continue to count objects, but this time they are asked to count a specific number of objects from a larger group. This requires children to be more organised and careful when counting. From a larger group, children select a given number of objects and count them out. When asked “How many?”, they should be able to recall the final number they said. Children who have not grasped the cardinal counting principle will recount the whole group again. To support children, it may be useful to ask them to count the objects onto a mat or into a container before moving on to pictorial representations.","a demonstration of extracting a specific number of items from a larger group, leaving some of the larger behind after the count has been completed",critical_foci,baseline,2,T5Qf0qSSJFI,Math Antics - Place Value,mathantics,00:09:26,0.7883,25.0,0.573,"The transcript is overly complex for 5-6 year old learners, introducing advanced concepts like base 10 and expanded form without adequate simplification. The language used is too sophisticated and includes terms that may confuse young learners, such as 'cardinal counting principle' and 'invisible number places'. Additionally, the focus on multiple concepts throughout the video detracts from the single objective of counting specific numbers from a larger group."
Year 1_5-6_Autumn__Place value within 10_3_Count objects from a larger group,year-1__5-6__autumn__blank__place-value-within-10__3__count-objects-from-a-larger-group,3,3,Year 1,5-6,Autumn,,Place value within 10,Count objects from a larger group,"continue to count objects, but this time they are asked to count a specific number of objects from a larger group. This requires children to be more organised and careful when counting. From a larger group, children select a given number of objects and count them out. When asked “How many?”, they should be able to recall the final number they said. Children who have not grasped the cardinal counting principle will recount the whole group again. To support children, it may be useful to ask them to count the objects onto a mat or into a container before moving on to pictorial representations.","a demonstration of extracting a specific number of items from a larger group, leaving some of the larger behind after the count has been completed",critical_foci,baseline,3,KG6ILNOiMgM,Math Antics - Decimal Place Value,mathantics,00:11:51,0.7388,10.0,0.4833,"The transcript is overly complex for 5-6 year old learners, introducing advanced concepts like decimal places and fractions without a clear, age-appropriate foundation. It lacks focused, simple explanations and engaging prompts suitable for young children, making it difficult for them to grasp the core concept of counting objects from a larger group."
Year 1_5-6_Autumn__Place value within 10_3_Count objects from a larger group,year-1__5-6__autumn__blank__place-value-within-10__3__count-objects-from-a-larger-group,3,3,Year 1,5-6,Autumn,,Place value within 10,Count objects from a larger group,"continue to count objects, but this time they are asked to count a specific number of objects from a larger group. This requires children to be more organised and careful when counting. From a larger group, children select a given number of objects and count them out. When asked “How many?”, they should be able to recall the final number they said. Children who have not grasped the cardinal counting principle will recount the whole group again. To support children, it may be useful to ask them to count the objects onto a mat or into a container before moving on to pictorial representations.","a demonstration of extracting a specific number of items from a larger group, leaving some of the larger behind after the count has been completed",critical_foci,candidate,1,8lJIhOXUoZk,Tens and Ones|Tens and Ones Concept For Kindergarden||Concept of Tens and Ones|Place Value in Maths,LoveToLearn_with_Subhashini_Balakrishnan,00:07:32,0.7527,45.0,0.6316,"The transcript primarily focuses on the concept of tens and ones, which is not aligned with the target curriculum objective of counting a specific number of objects from a larger group. The language is too complex for 5-6 year-olds, and the explanations lack clarity and engagement prompts. Additionally, the introduction of new terms like 'tens place' and 'ones place' is not accompanied by clear definitions or relatable examples, which could confuse young learners."
Year 1_5-6_Autumn__Place value within 10_3_Count objects from a larger group,year-1__5-6__autumn__blank__place-value-within-10__3__count-objects-from-a-larger-group,3,3,Year 1,5-6,Autumn,,Place value within 10,Count objects from a larger group,"continue to count objects, but this time they are asked to count a specific number of objects from a larger group. This requires children to be more organised and careful when counting. From a larger group, children select a given number of objects and count them out. When asked “How many?”, they should be able to recall the final number they said. Children who have not grasped the cardinal counting principle will recount the whole group again. To support children, it may be useful to ask them to count the objects onto a mat or into a container before moving on to pictorial representations.","a demonstration of extracting a specific number of items from a larger group, leaving some of the larger behind after the count has been completed",critical_foci,candidate,2,btB-Y4OODSM,Place Value: Ones and Tens,Learn_Bright,00:04:51,0.6716,45.0,0.583,"The transcript attempts to explain place value concepts but introduces complexity too early for 5-6 year olds, such as 'Arabic numerals' and 'digits,' which may confuse them. While it includes some counting and examples, the language is not age-appropriate, and the focus shifts between concepts without clear, simple explanations or visual aids to support understanding."
Year 1_5-6_Autumn__Place value within 10_3_Count objects from a larger group,year-1__5-6__autumn__blank__place-value-within-10__3__count-objects-from-a-larger-group,3,3,Year 1,5-6,Autumn,,Place value within 10,Count objects from a larger group,"continue to count objects, but this time they are asked to count a specific number of objects from a larger group. This requires children to be more organised and careful when counting. From a larger group, children select a given number of objects and count them out. When asked “How many?”, they should be able to recall the final number they said. Children who have not grasped the cardinal counting principle will recount the whole group again. To support children, it may be useful to ask them to count the objects onto a mat or into a container before moving on to pictorial representations.","a demonstration of extracting a specific number of items from a larger group, leaving some of the larger behind after the count has been completed",critical_foci,candidate,3,T5Qf0qSSJFI,Math Antics - Place Value,mathantics,00:09:26,0.7004,25.0,0.5203,"The transcript is overly complex for 5-6 year old learners, introducing advanced concepts like base 10 and expanded form without adequate simplification. The language used is too sophisticated and includes terms that may confuse young learners, such as 'cardinal counting principle' and 'invisible number places'. Additionally, the focus on multiple concepts throughout the video detracts from the single objective of counting specific numbers from a larger group."
Year 1_5-6_Autumn__Place value within 10_4_Represent objects,year-1__5-6__autumn__blank__place-value-within-10__4__represent-objects,4,4,Year 1,5-6,Autumn,,Place value within 10,Represent objects,"learn to represent real-life objects such as apples, leaves and sweets using manipulatives such as counters and cubes. They also match numerals to a set of objects, but do not yet use the written words. The purpose is to ensure that children realise that they can represent anything with mathematical equipment or pictures and it can still be counted in the same way. Children also have the opportunity to practise writing numerals to match a set of objects. Ten frames are particularly useful for this small step, as they allow children to organise their manipulatives in a structured way.",a demonstration of representing the number of objects using forms of counters for example cubes,critical_foci,baseline,1,1QG9QGXFvDU,Representing Teen Numbers - Using Ten Frames and Base Ten Blocks,Miacademy_&_MiaPrep_Learning_Channel,00:07:12,0.8404,75.0,0.8042,"The transcript effectively introduces the concept of representing numbers using various methods, which aligns with the curriculum objective. However, while it uses some visual aids like ten frames and base ten blocks, it could benefit from more pictographic examples and clearer definitions of terms for young learners. The language is mostly appropriate, but some phrases may be complex for the target age group."
Year 1_5-6_Autumn__Place value within 10_4_Represent objects,year-1__5-6__autumn__blank__place-value-within-10__4__represent-objects,4,4,Year 1,5-6,Autumn,,Place value within 10,Represent objects,"learn to represent real-life objects such as apples, leaves and sweets using manipulatives such as counters and cubes. They also match numerals to a set of objects, but do not yet use the written words. The purpose is to ensure that children realise that they can represent anything with mathematical equipment or pictures and it can still be counted in the same way. Children also have the opportunity to practise writing numerals to match a set of objects. Ten frames are particularly useful for this small step, as they allow children to organise their manipulatives in a structured way.",a demonstration of representing the number of objects using forms of counters for example cubes,critical_foci,baseline,2,tkl9vXr1MaQ,Place Value to 20 - Kindergarten Math With Base Ten Blocks,Miacademy_&_MiaPrep_Learning_Channel,00:07:47,0.7828,75.0,0.7697,"The transcript effectively introduces the concept of place value using base ten blocks, aligning well with the curriculum objective. However, while it maintains focus on the single concept of representing numbers, the language complexity and length may be slightly challenging for 5-6 year-olds, and some terms could distract from the core concept. More visual aids or prompts for student engagement could enhance understanding."
Year 1_5-6_Autumn__Place value within 10_4_Represent objects,year-1__5-6__autumn__blank__place-value-within-10__4__represent-objects,4,4,Year 1,5-6,Autumn,,Place value within 10,Represent objects,"learn to represent real-life objects such as apples, leaves and sweets using manipulatives such as counters and cubes. They also match numerals to a set of objects, but do not yet use the written words. The purpose is to ensure that children realise that they can represent anything with mathematical equipment or pictures and it can still be counted in the same way. Children also have the opportunity to practise writing numerals to match a set of objects. Ten frames are particularly useful for this small step, as they allow children to organise their manipulatives in a structured way.",a demonstration of representing the number of objects using forms of counters for example cubes,critical_foci,baseline,3,KG6ILNOiMgM,Math Antics - Decimal Place Value,mathantics,00:11:51,0.7549,10.0,0.4929,"The transcript is not suitable for 5-6 year old learners as it introduces complex concepts such as decimal places and fractions without appropriate simplification. The language is too advanced, and it lacks engaging, age-appropriate examples or visuals to help young learners grasp the foundational ideas of place value. Additionally, the focus on decimals is inappropriate for the target curriculum objective, which emphasizes representing objects within 10."
Year 1_5-6_Autumn__Place value within 10_4_Represent objects,year-1__5-6__autumn__blank__place-value-within-10__4__represent-objects,4,4,Year 1,5-6,Autumn,,Place value within 10,Represent objects,"learn to represent real-life objects such as apples, leaves and sweets using manipulatives such as counters and cubes. They also match numerals to a set of objects, but do not yet use the written words. The purpose is to ensure that children realise that they can represent anything with mathematical equipment or pictures and it can still be counted in the same way. Children also have the opportunity to practise writing numerals to match a set of objects. Ten frames are particularly useful for this small step, as they allow children to organise their manipulatives in a structured way.",a demonstration of representing the number of objects using forms of counters for example cubes,critical_foci,candidate,1,1QG9QGXFvDU,Representing Teen Numbers - Using Ten Frames and Base Ten Blocks,Miacademy_&_MiaPrep_Learning_Channel,00:07:12,0.7459,75.0,0.7476,"The transcript effectively introduces the concept of representing numbers using various methods, which aligns with the curriculum objective. However, while it uses some visual aids like ten frames and base ten blocks, it could benefit from more pictographic examples and clearer definitions of terms for young learners. The language is mostly appropriate, but some phrases may be complex for the target age group."
Year 1_5-6_Autumn__Place value within 10_4_Represent objects,year-1__5-6__autumn__blank__place-value-within-10__4__represent-objects,4,4,Year 1,5-6,Autumn,,Place value within 10,Represent objects,"learn to represent real-life objects such as apples, leaves and sweets using manipulatives such as counters and cubes. They also match numerals to a set of objects, but do not yet use the written words. The purpose is to ensure that children realise that they can represent anything with mathematical equipment or pictures and it can still be counted in the same way. Children also have the opportunity to practise writing numerals to match a set of objects. Ten frames are particularly useful for this small step, as they allow children to organise their manipulatives in a structured way.",a demonstration of representing the number of objects using forms of counters for example cubes,critical_foci,candidate,2,btB-Y4OODSM,Place Value: Ones and Tens,Learn_Bright,00:04:51,0.7195,55.0,0.6517,"The transcript introduces the concept of place value but does so in a way that may be too complex for 5-6 year olds, using terms like 'Arabic numerals' and 'digits' without clear definitions. While it attempts to use engaging examples like dinosaurs and flowers, the explanations are not sufficiently focused on the core concept of representing numbers with objects, and the language complexity may confuse young learners rather than aid their understanding."
Year 1_5-6_Autumn__Place value within 10_4_Represent objects,year-1__5-6__autumn__blank__place-value-within-10__4__represent-objects,4,4,Year 1,5-6,Autumn,,Place value within 10,Represent objects,"learn to represent real-life objects such as apples, leaves and sweets using manipulatives such as counters and cubes. They also match numerals to a set of objects, but do not yet use the written words. The purpose is to ensure that children realise that they can represent anything with mathematical equipment or pictures and it can still be counted in the same way. Children also have the opportunity to practise writing numerals to match a set of objects. Ten frames are particularly useful for this small step, as they allow children to organise their manipulatives in a structured way.",a demonstration of representing the number of objects using forms of counters for example cubes,critical_foci,candidate,3,2fdfdUFhmbw,Adding two 2-digit numbers (crossing 10),Radstock_Primary_School,00:05:23,0.7119,45.0,0.6071,"The transcript primarily focuses on adding two-digit numbers and crossing the ten boundary, which is too advanced for 5-6 year olds who are just learning about place value. The language used is complex and introduces multiple concepts simultaneously, which could confuse young learners. Additionally, the explanation lacks clear visual aids and concrete examples suitable for their developmental level, making it difficult for them to engage with the material."
Year 1_5-6_Autumn__Place value within 10_5_Recognise numbers as words,year-1__5-6__autumn__blank__place-value-within-10__5__recognise-numbers-as-words,5,5,Year 1,5-6,Autumn,,Place value within 10,Recognise numbers as words,"Children should now be confident representing and counting numbers to 10. They can say the numbers to 10 verbally, represent objects and images using counters and cubes, and write the numeral to match. learn to recognise each numeral as a word. At this point, children are not expected to write the words independently. Instead, they use matching activities to help build recognition and confidence.",a demonstration of representing the number of objects using forms of counters for example cubes and as words,critical_foci,baseline,1,1QG9QGXFvDU,Representing Teen Numbers - Using Ten Frames and Base Ten Blocks,Miacademy_&_MiaPrep_Learning_Channel,00:07:12,0.7311,60.0,0.6787,"The transcript introduces multiple representations of numbers, which aligns with the curriculum objective, but it focuses on numbers beyond the target range of 10 and introduces complex concepts like addition and base ten blocks that may confuse young learners. The language is somewhat complex for the age group, and while there are prompts for engagement, the explanations could be simplified and more focused on recognizing numbers as words."
Year 1_5-6_Autumn__Place value within 10_5_Recognise numbers as words,year-1__5-6__autumn__blank__place-value-within-10__5__recognise-numbers-as-words,5,5,Year 1,5-6,Autumn,,Place value within 10,Recognise numbers as words,"Children should now be confident representing and counting numbers to 10. They can say the numbers to 10 verbally, represent objects and images using counters and cubes, and write the numeral to match. learn to recognise each numeral as a word. At this point, children are not expected to write the words independently. Instead, they use matching activities to help build recognition and confidence.",a demonstration of representing the number of objects using forms of counters for example cubes and as words,critical_foci,baseline,2,ZpFHpJRfQmQ,Grade 1-Reading and Writing Numbers from 0 to 100,TeacherBeeLovesEnglish,00:08:31,0.7541,45.0,0.6324,"The transcript attempts to cover a wide range of numbers and concepts, which may overwhelm young learners. While it includes some counting and recognition activities, the explanations are lengthy and complex for 5-6 year-olds, lacking clear definitions and focused examples on recognizing numbers as words. Additionally, the introduction of terms like 'dash' without a clear visual or contextual explanation could confuse rather than aid understanding."
