updated_at,small_step_id,rank,video_id,video_title,channel,combined_score,source,status,notes
2026-04-22T16:39:48,Year 1_5-6_Spring__Addition and subtraction within 20_2_Add ones using number bonds,3,diDgrqdC1rU,Find Missing Number - number bonds 20 (addition),Quizmaster,0.7910203338536537,qa_manual_override,active,applied_from_candidate_panel
2026-04-22T16:52:00,Year 1_5-6_Spring__Addition and subtraction within 20_6_Subtract ones using number bonds,1,jKPOmMbrj3k,Subtraction Strategies Within 20 Using Manipulatives,TravisTeacherTube,0.7158373343286405,qa_manual_override,active,applied_from_candidate_panel
2026-04-22T16:52:00,Year 1_5-6_Spring__Addition and subtraction within 20_6_Subtract ones using number bonds,2,dum5twaK8DM,Basic Subtraction - Math for Kids!,Miacademy_&_MiaPrep_Learning_Channel,0.6944975371558316,qa_manual_override,active,applied_from_candidate_panel
2026-04-22T16:52:00,Year 1_5-6_Spring__Addition and subtraction within 20_6_Subtract ones using number bonds,3,r6q1DU5tZx4,Number Bonds to 20,Miss_Martin,0.6893725295321494,qa_manual_override,active,applied_from_candidate_panel
2026-04-22T17:06:41,Year 1_5-6_Spring__Place value within 50_2_Skip count in tens,1,WKqjQanagLo,Counting by 10's - Practice Skip Counting for Kindergarten,Miacademy_&_MiaPrep_Learning_Channel,0.8220151792521971,qa_manual_override,active,applied_from_candidate_panel
2026-04-22T17:06:41,Year 1_5-6_Spring__Place value within 50_2_Skip count in tens,2,hXLP00FcGdw,"Skip Counting - Count by 2s, 5s, and 10s",Miacademy_&_MiaPrep_Learning_Channel,0.7746797468573261,qa_manual_override,active,applied_from_candidate_panel
2026-04-22T17:06:41,Year 1_5-6_Spring__Place value within 50_2_Skip count in tens,3,Fvu0vw9T9Ac,Skip counting 10s by Peter Weatherall,Peter_Weatherall,0.7591545108960652,qa_manual_override,active,applied_from_candidate_panel
2026-04-22T17:19:13,Year 1_5-6_Spring__Place value within 50_6_The number line to 50,1,s-UJCWu1kW0,"Kindergarten Math 8.5, Count to 50 by Ones",JoAnn's_School,0.7317038699374053,qa_manual_override,active,applied_from_candidate_panel
2026-04-22T17:19:13,Year 1_5-6_Spring__Place value within 50_6_The number line to 50,2,hXLP00FcGdw,"Skip Counting - Count by 2s, 5s, and 10s",Miacademy_&_MiaPrep_Learning_Channel,0.6798923390666394,qa_manual_override,active,applied_from_candidate_panel
2026-04-22T17:19:13,Year 1_5-6_Spring__Place value within 50_6_The number line to 50,3,u-jNaApkLXM,Counting by 5's - Kindergarten Skip Counting Math Lesson,Miacademy_&_MiaPrep_Learning_Channel,0.6760225248306266,qa_manual_override,active,applied_from_candidate_panel
2026-04-22T17:28:45,Year 1_5-6_Spring__Mass and volume_2_Measure mass,1,RrrmTFU_978,Measuring Mass,Amy_Snider,0.807593183386153,qa_manual_override,active,applied_from_candidate_panel
2026-04-22T17:28:45,Year 1_5-6_Spring__Mass and volume_2_Measure mass,2,J1Q5kqRKfqQ,Measuring Mass 3   Measuring Mass Using Non Standard Units,Tall_Orders_Teaching,0.7983984181396374,qa_manual_override,active,applied_from_candidate_panel
2026-04-22T17:28:45,Year 1_5-6_Spring__Mass and volume_2_Measure mass,3,jZCc0clhDUE,Week 9 - Maths - Lesson 4 - Measuring and comparing masses,The_Place_to_be!,0.7300449044021731,qa_manual_override,active,applied_from_candidate_panel
2026-04-23T10:34:42,Year 1_5-6_Summer__Place value within 100_7_Compare any two numbers,1,xvcTLaS6w84,"Comparing Numbers | Greater Than, Less Than, or Equal | It’s Easy With Twinkl | Twinkl USA",Twinkl_Teaching_Resources_-_United_States,0.8362665872760738,qa_manual_override,active,applied_from_candidate_panel
2026-04-23T10:34:42,Year 1_5-6_Summer__Place value within 100_7_Compare any two numbers,2,GPNvb2A8JlI,"Grade 2 Math  3.13, Comparing numbers",JoAnn's_School,0.8339375017261483,qa_manual_override,active,applied_from_candidate_panel
2026-04-23T10:34:42,Year 1_5-6_Summer__Place value within 100_7_Compare any two numbers,3,t8IRGiabaiU,Compare 2 digit numbers/ Greater Than/ Less Than/ Equal To,Fun_Learning_For_Kids_with_SJ,0.8272405580725426,qa_manual_override,active,applied_from_candidate_panel
2026-04-23T15:29:25,Year 1_5-6_Summer__Position and direction_3_Describe position – forwards and backwards,1,GzEWKwsArEg,"03.06,20 Year 1 Maths Describing position",Grange_Primary_School,0.6892613162324852,qa_manual_override,active,applied_from_candidate_panel
2026-04-23T15:29:25,Year 1_5-6_Summer__Position and direction_3_Describe position – forwards and backwards,2,rCH6WHDs2tM,Maths Home Learning - Thursday 21st May - Directional Language,HumberstoneInfantAcademyYear1,0.6620369254749764,qa_manual_override,active,applied_from_candidate_panel
2026-04-23T15:29:25,Year 1_5-6_Summer__Position and direction_3_Describe position – forwards and backwards,3,nvgj3CHXBVk,E2.21.1. Functional Skills Maths Entry 2: Use positional vocabulary for position and direction,Mars_Maths,0.7022814367517677,qa_manual_override,active,applied_from_candidate_panel
2026-04-23T16:51:10,Year 2_6-7_Autumn__Place value_6_Write numbers to 100 in words,1,1WEd2yXEZWI,"How To Represent Numbers in Standard, Expanded, and Word Form",Miacademy_&_MiaPrep_Learning_Channel,0.7985575424018218,qa_manual_override,active,applied_from_candidate_panel
2026-04-23T16:51:10,Year 2_6-7_Autumn__Place value_6_Write numbers to 100 in words,2,tT3ui_UwmvA,"2nd Grade Math 1.5, Different Ways To Write Numbers, Word Form & Expanded Form",JoAnn's_School,0.8121918607860704,qa_manual_override,active,applied_from_candidate_panel
2026-04-23T16:51:10,Year 2_6-7_Autumn__Place value_6_Write numbers to 100 in words,3,gDqZCtkbJ0w,"2nd Grade Math 2.7, Different Forms of Numbers, Digits, Number Names, Expanded Form",JoAnn's_School,0.689298493943591,qa_manual_override,active,applied_from_candidate_panel
2026-04-24T12:51:25,Year 2_6-7_Autumn__Place value_9_10s on the number line to 100,1,hXLP00FcGdw,"Skip Counting - Count by 2s, 5s, and 10s",Miacademy_&_MiaPrep_Learning_Channel,0.6896059628080514,qa_manual_override,active,applied_from_candidate_panel
2026-04-24T12:51:25,Year 2_6-7_Autumn__Place value_9_10s on the number line to 100,2,-i4V6jh9GxI,Block 3 Lesson 1 : Showing Numbers on a Number Line,Al_Yasmin_international_School,0.715138180774579,qa_manual_override,active,applied_from_candidate_panel
2026-04-24T12:51:25,Year 2_6-7_Autumn__Place value_9_10s on the number line to 100,3,42HVQFbz888,Estimating Numbers on a Number Line,Mrs_Tasker,0.6750185129256031,qa_manual_override,active,applied_from_candidate_panel
2026-04-24T13:42:44,Year 2_6-7_Autumn__Place value_10_10s and 1s on the number line to 100,1,Bj0aVqYBgXg,Math |  Forward Counting 1 to 100 | Forward Counting for Kids | The Learning Horizon,The_Learning_Horizon,0.752126286084251,qa_manual_override,active,applied_from_candidate_panel
2026-04-24T13:42:44,Year 2_6-7_Autumn__Place value_10_10s and 1s on the number line to 100,2,EThS8uBlJ5g,"Number lines up to 10,000",shabana_hakim,0.6312907318990061,qa_manual_override,active,applied_from_candidate_panel
2026-04-24T13:42:44,Year 2_6-7_Autumn__Place value_10_10s and 1s on the number line to 100,3,qFJ0Zd42E3c,Plotting decimals on a number line of 100.,Mr.Newc,0.6091746249502074,qa_manual_override,active,applied_from_candidate_panel
2026-04-24T14:36:17,Year 2_6-7_Autumn__Place value_12_Compare objects,1,KxioMIGqlf4,Year 1 JSands Place Value comparing objects to 50,Wren's_Nest,0.7788711220645589,qa_manual_override,active,applied_from_candidate_panel
2026-04-24T14:36:17,Year 2_6-7_Autumn__Place value_12_Compare objects,2,lRTSExcr92Y,Understanding Common Core Math (Standard K.CC.C.6),Understanding_Common_Core_Math,0.8273824623279534,qa_manual_override,active,applied_from_candidate_panel
2026-04-24T14:36:17,Year 2_6-7_Autumn__Place value_12_Compare objects,3,BtLlzki-qBE,Week 5 Maths Lesson 2 Compare objects to 50,Highlands_Primary_School,0.7910580033437494,qa_manual_override,active,applied_from_candidate_panel
